y,x,mass,size,ecc,signal,raw_mass,ep,frame,sperm
23.95189323401614,925.3336436995655,2020.1586903718342,1.87240405853302,0.19610184954698748,143.58049040817815,6236.0,0.005850081629443343,0,0
582.7753891771682,766.704966641957,1691.6164328439504,1.8217449418240543,0.25648275920977204,136.68361095625693,5476.0,0.007358616477374733,0,1
584.0974057758199,172.7464512971121,1280.938610934096,1.8729859471700856,0.1371217687480578,107.2151260253208,4743.0,0.009794571343325786,0,2
595.449210706932,890.5864790665752,1827.04606571804,1.9119247938388721,0.17199080594059504,134.8026438330057,5611.0,0.007036317430766171,0,3
608.8640350877193,497.4298245614035,1572.4885150380385,1.8256326599977333,0.2738359464291041,131.0407095865032,5292.0,0.007848610074723575,0,4
618.7306163021868,774.2365805168986,630.7509753302498,1.6421994658040409,0.23126877512836116,65.83384931379348,3465.0,0.02316404776727469,0,5
632.1503267973857,617.3031045751634,767.4345862865068,2.7869619413879874,0.2787178536963037,35.738375341773605,4159.0,0.013303207191092278,0,6
636.0931088900579,537.9631772751184,1191.906167100204,1.804051784348278,0.29803042312134226,105.33415890206956,4735.0,0.009830086720417179,0,7
638.5345838218054,193.6905041031653,1069.643304088873,1.8140392966399075,0.22993692940360694,96.5563123268971,4239.0,0.01268093379056306,0,8
658.7988082719944,123.84367332632317,1788.7997342119313,1.961779916718585,0.3168041831167047,133.54866575083818,5683.0,0.006875705122723116,0,9
688.9631355932204,760.1237288135593,1479.6941369576439,1.6376140146618645,0.09609759516576721,139.81855616167567,5010.0,0.008740615596436858,0,10
717.8412813978886,311.7429923552967,1722.338895857054,1.7669044171975448,0.045490420738683215,143.58049040817815,5434.0,0.007464996164335371,0,11
739.5761252446184,837.6195694716242,1601.9569999689745,1.8988100094677178,0.21085622677653548,126.02479725783323,5132.0,0.008330994460769755,0,12
750.9598950524737,258.2983508245877,1672.806761611438,1.7366971358095906,0.1881620810947004,142.32651232601066,5454.0,0.007413958196062693,0,13
799.6471039509014,822.6540084388186,1634.5604301053295,1.9386446097466872,0.11990033684508729,127.90576438108447,5296.0,0.007837265167570108,0,14
810.2987400530504,854.3521220159151,1890.998947908582,1.9738845354151782,0.1529041832660944,120.3818958880795,5928.0,0.006380143745835656,0,15
826.6976854038734,825.5885687293339,1327.3357999742932,2.023597212353785,0.13534024779254178,83.3895424641384,5005.0,0.008758264337607985,0,16
861.0597359735974,268.1864686468647,1899.7767944837547,1.838890467595931,0.19138827804823477,147.34242465468063,5735.0,0.006764193466238528,0,17
907.279847182426,997.0534861509074,1312.915052029367,1.9366766204966237,0.03568144631981417,87.15147671064089,4797.0,0.009561395195700227,0,18
