y,x,mass,size,ecc,signal,raw_mass,ep,frame,sperm
21.647677475898334,513.6897458369851,1398.3734078464327,2.240766427038611,0.016136396331343263,66.18068713734212,5739.0,0.007017467409165427,0,0
1004.520725388601,694.4970392301999,1655.742746713874,2.209762338554568,0.1685834347937325,90.07926860360455,5921.0,0.00664188457087236,0,1
995.4306771073238,374.18839244587747,1330.3543682886086,1.7472753020387755,0.22907625716265972,120.10569147147274,4806.0,0.009882146326672845,0,2
981.4101796407185,644.9592065868263,1637.359222509057,1.9006971617274548,0.15360514991765548,131.1358059943631,5418.0,0.007794891778994685,0,3
968.6951794128307,683.105835447626,1690.671442703027,1.9649889535393614,0.2937510529990478,129.91023771404193,5649.0,0.007219342714392759,0,4
907.55938697318,814.0571229536747,1759.3032664010113,1.8836775284001377,0.2072206508614358,134.81251083532655,5568.0,0.0074112251890698895,0,5
888.3757901390645,650.6573957016435,1938.8490194680599,2.1297216451250818,0.10334688481981981,105.39887210761893,6472.0,0.00571574142020466,0,6
827.2577319587629,108.80240549828179,1426.561478293819,2.1205102154630526,0.011469943865106578,75.98523337991132,5561.0,0.007428287560056483,0,7
749.8472491909386,181.09093851132687,1893.5029930961773,1.732704640776461,0.07844676635947512,156.25995574094668,5916.0,0.0066516649190292544,0,8
659.8501377410469,59.54380165289256,1112.203214391444,1.627247333473778,0.139895441223226,110.9139293690641,4344.0,0.012385841105283629,0,9
643.2319942091929,478.0618892508143,1693.1225792636692,1.8618597950676423,0.261457602234663,138.48921567629,5755.0,0.006982754597665695,0,10
572.6187250996016,181.6804780876494,1538.0881918030436,1.9875108058038957,0.26013614258800755,121.33125975179388,5430.0,0.007762742654640326,0,11
546.7557816836263,973.4838112858464,1324.8393110271636,2.3848116381574482,0.047337408276294596,56.37614089477292,5570.0,0.007406364613305671,0,12
532.7092065868263,371.8386976047904,1637.359222509057,1.8714287346789447,0.2677386839359502,127.45910115339964,5759.0,0.006974129988332155,0,13
415.6056034482759,851.7227011494252,852.9955231035207,1.7067731872289529,0.0842728768033946,75.98523337991132,3903.0,0.01633669438562477,0,14
