y,x,mass,size,ecc,signal,raw_mass,ep,frame,sperm
37.355478433316804,833.4003470500744,2534.505556580479,1.9484557784754235,0.0925910514330622,160.21291941696137,7392.0,0.00492107837004128,0,0
556.2033898305085,6.92328278322926,1408.6171189522643,1.7165303260917084,0.20054232497188998,126.91376361657332,4978.0,0.009766664772238889,0,1
559.0033798056612,48.61132234896493,1487.1528637645001,1.861490197159023,0.2777454699817377,121.25918999009232,5231.0,0.008853051678240985,0,2
572.1089453532893,31.21092934215106,1805.0655587644314,1.950751102589306,0.19950274772918777,126.28547765807542,5861.0,0.007180465004937972,0,3
620.3884648006785,498.4058524173028,1481.4982901380192,1.8703752690726556,0.12137026005663386,114.97633040511344,5303.0,0.008623483985009036,0,4
629.3135554541306,709.0593336376083,1376.574535068872,1.7867865333969806,0.23585247717890054,121.25918999009232,5089.0,0.009343619432913307,0,5
650.282819755171,439.2216124947235,1488.409435681496,1.8987676792786852,0.1563536120822368,113.09147252961978,5370.0,0.008420300836751115,0,6
662.7769002961501,317.18410661401776,1272.9073519167205,1.893903556452945,0.3010605246605726,102.4106112351557,4968.0,0.00980666570937657,0,7
708.9547998278089,524.2148084373655,1459.508281590593,1.9748744626808858,0.33669429192447636,107.4368989031388,5438.0,0.008223646526755333,0,8
723.2255752546209,93.76348547717842,1665.5860759779002,2.268226399551593,0.297059797102263,111.20661465412613,5594.0,0.007805441709136618,0,9
771.5004796929965,297.2855772305724,1964.650192222895,2.1416126253438783,0.2684579509073388,138.2229108695353,6166.0,0.0065787405250434545,0,10
842.101145792177,40.26234689845911,1590.1917609581537,2.0198540421623705,0.11248144914026036,93.61460781618527,5454.0,0.008178702565700732,0,11
868.3317436661699,184.72011922503725,2107.899390760413,2.0649657279301468,0.2837979071930641,140.73605470352683,6716.0,0.0057151021049807365,0,12
867.9568899153195,356.8437259430331,816.1434600887561,1.7284914905629192,0.1015478085050737,69.11145543476765,3658.0,0.02115929032901752,0,13
879.4715270221255,991.4947406601378,1732.1843875786765,3.044465536446674,0.39112511579417136,75.39431501974653,7446.0,0.00486706224141718,0,14
890.4080480056477,953.5291210730675,1779.9341204245159,1.9501373416385546,0.15971049581305397,120.63090403159444,5609.0,0.007767460367351722,0,15
892.4570411794612,192.70310116929335,1235.838480365345,1.8307934833975792,0.24266637115749753,109.32175677863246,4651.0,0.011269858722564204,0,16
893.0286549707603,615.6853801169591,1074.3689890313879,1.8705160810206165,0.31520399758388223,91.10146398219372,4474.0,0.012294070976754787,0,17
925.920545212766,901.3410904255319,1889.8841631616463,1.7863809545820895,0.16723239326682737,148.2754862055015,5545.0,0.007932144652452284,0,18
935.1853638922396,498.2891033373542,1562.5471787842466,1.9569142725332223,0.15408193818199875,100.52575335966203,5271.0,0.008724027081868821,0,19
942.8826291079812,481.8544600938967,2275.0234557208514,2.0301510766664705,0.171292240648376,135.70976703554373,7221.0,0.005100327462580367,0,20
962.5581693755346,177.03806672369547,1468.9325709680613,1.902004705319896,0.194585907938853,114.97633040511344,5220.0,0.008889205243522156,0,21
969.9360730593608,897.4802130898021,1651.1354989324489,1.8188510598952823,0.19086317007575823,136.33805299404162,5128.0,0.009203551821181795,0,22
991.2832332761578,730.2630789022298,2930.3257104341483,2.2435346407825043,0.22828089033259927,141.99262662052263,8432.0,0.004054457922676835,0,24
1017.3200925568839,826.0077130736598,1629.1454903850229,2.1860970791904917,0.12398841152155557,82.30546056322329,5707.0,0.007528131635526421,0,25
548.9009086975335,278.3794893985288,1451.9688500886184,1.793782231748675,0.04823452436804422,119.37433211459866,5282.0,0.008689202003909637,0,26
548.0923344947735,155.21341463414635,1442.54456071115,1.8332013467429997,0.1409406325119446,117.489474239105,5189.0,0.008992699734672663,0,27
858.0901639344262,333.97571341833634,2069.5739472920422,1.884893449274626,0.19630693605343158,148.2754862055015,6428.0,0.0061369663693055,0,28
525.2547822547823,326.8994708994709,1543.69860002931,1.8236228572817148,0.20837674470719744,126.28547765807542,5515.0,0.008011768430729267,0,29
539.4720416124837,532.5171218032076,1449.4557062546269,1.8946002708722625,0.19882885257874194,116.86118828060711,5262.0,0.00875272864120162,0,30
45.35840137516115,274.40610227761067,1462.0214254245848,1.8531150095189755,0.22285922456059487,120.63090403159444,5220.0,0.008889205243522156,0,31
57.86821705426357,614.8343023255813,648.3911091698201,2.910985607883063,0.31783267809454663,18.220292796438745,4021.0,0.016020272404594763,0,32
72.12611063341932,634.6322728575523,2192.08970919913,1.8866564680037132,0.1958993782277952,153.93005983198248,6882.0,0.005497289406087755,0,33
104.82084095063985,571.8222120658136,1374.6896771933782,1.9151326558699595,0.3032420562577011,108.06518486163668,5309.0,0.008604889599633063,0,34
123.23917284432306,235.997268825595,1610.2969116300862,2.041512219415076,0.022845351015867033,92.35803589918949,5714.0,0.007511599833283867,0,35
128.72882335935242,295.38060132986413,4346.482260888387,2.799325694215566,0.05439837465155221,111.20661465412613,14864.0,0.0019407361002500851,0,36
164.09472259810553,986.488949030221,1392.909969989817,2.3354266014832605,0.08869213638762177,62.20030989129088,5620.0,0.007739841471648346,0,37
176.74177831912303,490.24766544863985,1547.4683157802974,1.8644700258965023,0.22898231210734293,121.88747594859021,5575.0,0.007854087958282296,0,38
183.1449859041482,352.5497382198953,1560.034034950255,1.831174970353718,0.1906802336939909,127.5420495750712,5524.0,0.007987713953938616,0,39
200.2091974752029,421.2795311091073,1393.5382559483148,1.833463120798759,0.1260794963077321,113.71975848811768,5368.0,0.008426227268477991,0,40
213.71634208298053,195.20237087214224,1484.0114339720108,1.9684213147801841,0.11406633744982565,93.61460781618527,5417.0,0.00828339053836721,0,41
